y_pred,y_test
0.5596903,1.0
0.090850934,1.0
0.7132655,1.0
0.13211694,0.0
0.4117628,1.0
0.76892656,1.0
0.7589495,0.0
0.76341224,1.0
0.3499002,1.0
0.46798074,0.0
0.7265574,1.0
0.28614932,0.0
0.29358873,1.0
0.80145574,1.0
0.62338334,1.0
0.2699145,0.0
0.18542156,0.0
0.20953964,0.0
0.8825941,1.0
0.57556576,1.0
0.6251549,1.0
0.34177828,0.0
0.10067685,0.0
0.32879695,0.0
0.8397229,1.0
0.098123245,0.0
0.674946,1.0
0.10027964,0.0
0.3739163,0.0
0.763157,1.0
0.40076587,0.0
0.80625826,1.0
0.48284087,1.0
0.6622257,1.0
0.49642316,1.0
0.16256598,0.0
0.24482296,0.0
0.2982672,0.0
0.14207765,0.0
0.62483674,0.0
0.35880318,0.0
0.58930224,0.0
0.67014885,1.0
0.10404927,0.0
0.29948893,1.0
0.78626317,0.0
0.7165209,1.0
0.26704466,0.0
0.14519006,1.0
0.17535861,0.0
0.817793,1.0
0.5551517,0.0
0.60006917,1.0
0.7611798,1.0
0.42549103,0.0
0.23047829,1.0
0.50826615,1.0
0.15266034,0.0
0.7302811,1.0
0.11603138,0.0
0.4517569,1.0
0.2987522,1.0
0.10550512,0.0
0.16264556,0.0
0.53002393,0.0
0.25073734,1.0
0.6280931,1.0
0.4733567,0.0
0.57428354,1.0
0.5712876,1.0
0.31322804,1.0
0.80399454,1.0
0.6653911,1.0
0.5636239,0.0
0.7722054,1.0
0.09310494,0.0
0.74958515,1.0
0.11706058,0.0
0.16281977,0.0
0.3428664,0.0
0.58673155,0.0
0.3182637,0.0
0.39124987,0.0
0.8416655,1.0
0.22969538,0.0
0.7181986,1.0
0.18263082,1.0
0.74732196,0.0
0.3439983,0.0
0.19342521,1.0
0.20363854,0.0
0.15243606,0.0
0.8487143,1.0
0.23631786,0.0
0.14817972,0.0
0.2935735,1.0
0.26792574,0.0
0.50763756,1.0
0.25837314,0.0
0.6604707,1.0
0.41256762,0.0
0.6750341,0.0
0.72615135,1.0
0.457094,1.0
0.4409402,1.0
0.3145342,0.0
0.09845764,0.0
0.50406045,1.0
0.115144886,0.0
0.44614953,0.0
0.69831663,1.0
0.082551576,0.0
0.6749165,0.0
0.7016219,1.0
0.13215917,0.0
0.66315645,0.0
0.5124726,0.0
0.22175531,1.0
0.16208984,0.0
0.65537584,1.0
0.35683882,1.0
0.7602175,1.0
0.44987294,1.0
0.47202232,0.0
0.19947988,0.0
0.19526894,0.0
0.47737545,0.0
0.56929433,1.0
0.15616694,0.0
0.53945434,1.0
0.16114907,0.0
0.66590047,1.0
0.19539115,0.0
0.15610026,1.0
0.4038967,0.0
0.27596626,0.0
0.5239323,0.0
0.31273136,0.0
0.61798203,0.0
0.7220723,0.0
0.7434811,1.0
0.15780479,0.0
0.32521826,0.0
0.8868781,0.0
0.60207343,0.0
0.2800083,0.0
0.6205765,1.0
0.4967189,0.0
0.47081023,1.0
0.7386101,1.0
0.5556208,1.0
0.5184688,1.0
0.8080103,1.0
0.6821077,0.0
0.24002455,1.0
0.26551542,0.0
0.14507103,0.0
0.6614429,1.0
0.39641666,0.0
0.37522495,1.0
0.46050847,1.0
0.16545382,1.0
0.39238286,0.0
0.3220938,0.0
0.845768,1.0
0.24324231,0.0
0.81758165,0.0
0.8002574,1.0
0.34934342,1.0
0.28921288,0.0
0.73853296,1.0
0.5614561,0.0
0.2817568,0.0
0.4450034,1.0
0.46688432,0.0
0.5685595,1.0
0.7376278,1.0
0.82253003,1.0
0.34104836,1.0
0.15941954,0.0
0.26305944,0.0
0.22447969,1.0
0.79685014,1.0
0.57210445,1.0
0.43771854,1.0
0.6198745,0.0
0.7068577,1.0
0.47194955,1.0
0.7910642,1.0
0.4398282,0.0
0.6555907,0.0
0.8292311,1.0
0.38358203,1.0
0.5694974,0.0
0.80333537,1.0
0.4775838,1.0
0.095002174,0.0
0.42521667,1.0
0.86420673,1.0
0.301415,0.0
0.72488177,1.0
0.09343671,0.0
0.37854156,0.0
0.5622465,1.0
0.17592762,0.0
0.70286226,0.0
0.5999634,1.0
0.827832,1.0
0.25642577,1.0
0.1590579,0.0
0.45486984,0.0
0.14050417,0.0
0.6434707,1.0
0.6890307,1.0
0.17795955,1.0
0.24597085,0.0
0.43227404,0.0
0.5431716,0.0
0.5902852,1.0
0.29133216,0.0
0.65317535,1.0
0.37653464,0.0
0.5008913,0.0
0.54189306,0.0
0.63994086,1.0
0.86879796,1.0
0.513721,0.0
0.54178816,1.0
0.7337242,1.0
0.5475175,1.0
0.6006097,0.0
0.701523,1.0
0.58129776,1.0
0.7611511,1.0
0.41312024,0.0
0.18906644,0.0
0.36474082,0.0
0.7842239,1.0
0.4239094,0.0
0.79868513,0.0
0.23970081,0.0
0.41607752,0.0
0.6440277,1.0
0.5496398,0.0
0.1921328,1.0
0.5975426,1.0
0.44895542,0.0
0.6222805,1.0
0.5666074,0.0
0.6379753,1.0
0.20680672,0.0
0.5679685,0.0
0.79082316,1.0
0.7935158,0.0
0.38361123,1.0
0.36177772,0.0
0.18512939,0.0
0.8799098,1.0
0.690249,1.0
0.58895284,1.0
0.8397243,1.0
0.1648399,0.0
0.34426722,0.0
0.34371674,1.0
0.6059989,1.0
0.14814644,0.0
0.32436174,0.0
0.5693376,1.0
0.43032658,0.0
0.8026277,1.0
0.1517462,0.0
0.18198408,0.0
0.7879827,1.0
0.47399533,0.0
0.8863196,1.0
0.7636068,0.0
0.52413696,1.0
0.27670142,0.0
0.6265305,0.0
0.45803007,1.0
0.7117055,1.0
0.47835717,0.0
0.44683337,0.0
0.2265637,0.0
0.65278375,0.0
0.35460833,1.0
0.5599804,0.0
0.8167299,1.0
0.12408742,1.0
0.4550393,0.0
0.17940937,0.0
0.6803739,1.0
0.41874775,0.0
0.22204064,0.0
0.19130906,0.0
0.33189103,0.0
0.3204961,0.0
0.655023,0.0
0.14899185,0.0
0.7730764,1.0
0.7085708,1.0
0.29900494,1.0
0.23124419,0.0
0.5880679,1.0
0.17474829,0.0
0.40599746,0.0
0.10754958,0.0
0.7669704,1.0
0.62116987,1.0
0.7699697,1.0
0.47095063,0.0
0.48021647,1.0
0.61555815,0.0
0.76727384,0.0
0.5627619,0.0
0.8249103,1.0
0.53109545,1.0
0.6510754,1.0
0.29379582,0.0
0.4295592,1.0
0.5410223,1.0
0.53388053,0.0
0.7330344,0.0
0.7164177,1.0
0.5472919,1.0
0.1905872,0.0
0.70670205,1.0
0.43156514,0.0
0.7844106,1.0
0.55791134,0.0
0.6742624,0.0
0.09876958,0.0
0.67715365,1.0
0.57141227,1.0
0.79289323,1.0
0.7583187,1.0
0.5416798,1.0
0.5150603,0.0
0.75935304,1.0
0.6562352,1.0
0.31188315,0.0
0.6660283,0.0
0.8126345,1.0
0.79079235,1.0
0.34962842,0.0
0.23448756,1.0
0.38522166,0.0
0.83711004,0.0
0.22701746,0.0
0.35419962,0.0
0.35894993,0.0
0.53899276,1.0
0.25969997,0.0
0.5121674,1.0
0.7625917,1.0
0.13930337,0.0
0.15992624,0.0
0.56361705,1.0
0.20836802,0.0
0.13831773,0.0
0.4962385,1.0
0.79418015,1.0
0.5460667,1.0
0.70064354,1.0
0.66214883,1.0
0.17579138,0.0
0.3851327,0.0
0.64540637,0.0
0.41603774,1.0
0.16494037,0.0
0.60860014,1.0
0.24662499,0.0
0.17222,0.0
0.57946134,0.0
0.46759933,0.0
0.6476861,1.0
0.17491643,0.0
0.33096808,0.0
0.6784044,1.0
0.22473036,0.0
0.40102905,0.0
0.17928307,0.0
0.13079125,0.0
0.6869214,1.0
0.53526103,1.0
0.52515614,0.0
0.712317,1.0
0.43521678,0.0
0.31445965,0.0
0.26402208,0.0
0.666361,1.0
0.51815,0.0
0.1279662,0.0
0.24273407,0.0
0.7904313,1.0
0.7532419,0.0
0.44371647,0.0
0.6539215,1.0
0.13929512,0.0
0.33930796,1.0
0.66886044,1.0
0.54197973,0.0
0.7314866,1.0
0.12414057,0.0
0.6614684,1.0
0.17912287,0.0
0.79740465,0.0
0.53888595,1.0
0.27537224,1.0
0.40796235,0.0
0.5985167,0.0
0.23074698,0.0
0.686674,0.0
0.40237346,0.0
0.42940792,1.0
0.8019428,0.0
0.5653263,0.0
0.749014,1.0
0.24633734,1.0
0.095736094,0.0
0.6533308,1.0
0.38875082,0.0
0.40265068,1.0
0.75439745,1.0
0.49783587,1.0
0.30341235,1.0
0.235817,0.0
0.119950615,0.0
0.44904086,0.0
0.22130154,0.0
0.7061708,1.0
0.79823554,1.0
0.73545307,1.0
0.72198236,1.0
0.18466924,0.0
0.16845867,0.0
0.17510243,0.0
0.82077247,1.0
0.23000906,1.0
0.3037483,0.0
0.6637778,1.0
0.5413024,1.0
0.7337239,1.0
0.27685666,0.0
0.32826546,0.0
0.8965964,1.0
0.53519964,1.0
0.10061363,0.0
0.11421385,0.0
0.40356952,1.0
0.7350655,1.0
0.62629896,1.0
0.80153644,1.0
0.6631307,0.0
0.80757207,1.0
0.80265373,0.0
0.78554744,1.0
0.22773269,0.0
0.5850998,1.0
0.22373389,0.0
0.16938244,0.0
0.7265336,1.0
0.3364105,1.0
0.36549097,0.0
0.1865324,1.0
0.3848325,0.0
0.66119564,0.0
0.73352754,1.0
0.74335444,1.0
0.72518325,1.0
0.72415537,0.0
0.35557997,1.0
0.61802775,0.0
0.6263659,1.0
0.61010766,1.0
0.10071038,0.0
0.78327435,0.0
0.726956,1.0
0.81025094,0.0
0.15903787,0.0
0.5797905,1.0
0.20618919,0.0
0.15697718,0.0
0.70468324,1.0
0.56468475,1.0
0.6431831,0.0
0.4366694,1.0
0.7766651,1.0
0.1071037,0.0
0.8868836,0.0
0.7941847,0.0
0.8108971,1.0
0.7373923,1.0
0.59138805,1.0
0.8571956,1.0
0.71143603,1.0
0.26934692,0.0
0.6871287,1.0
0.64964396,1.0
0.595666,1.0
0.6286223,1.0
0.57469505,0.0
0.23169184,1.0
0.18526746,0.0
0.22009526,0.0
0.5900208,1.0
0.15621172,0.0
0.7969067,1.0
0.6591591,0.0
0.6851602,0.0
0.6010136,0.0
0.18525682,0.0
0.8062496,1.0
0.5702766,0.0
0.53498554,1.0
0.2379115,0.0
0.41450664,0.0
0.5167012,0.0
0.30954972,1.0
0.80783457,1.0
0.38203844,1.0
0.3454851,0.0
0.7040718,1.0
0.21901576,0.0
0.5884216,1.0
0.25806347,0.0
0.6745403,1.0
0.3991734,0.0
0.42801344,0.0
0.8657798,0.0
0.22172038,0.0
0.18529157,1.0
0.54592323,1.0
0.2970301,1.0
0.8322442,1.0
0.8024563,1.0
0.3603764,0.0
0.32804197,0.0
0.8200001,1.0
0.30216917,1.0
0.25592202,0.0
0.7929444,0.0
0.13073546,1.0
0.56302047,1.0
0.5577567,1.0
0.2016448,0.0
0.39320946,1.0
0.60417646,1.0
0.74683636,1.0
0.37430117,1.0
0.65899944,1.0
0.6857182,1.0
0.66919106,1.0
0.24440321,0.0
0.670449,1.0
0.24864267,0.0
0.7436734,1.0
0.30299318,0.0
0.39865622,0.0
0.6042276,1.0
0.554709,1.0
0.31172505,1.0
0.45378634,0.0
0.8222878,1.0
0.16504796,0.0
0.49714327,1.0
0.3958549,0.0
0.8356333,1.0
0.47262457,0.0
0.83834004,1.0
0.51178116,0.0
0.7378496,1.0
0.19339432,0.0
0.5634113,0.0
0.7218741,1.0
0.81712455,1.0
0.15261267,0.0
0.6288903,1.0
0.7565444,1.0
0.69193774,1.0
0.5420941,1.0
0.22913826,0.0
0.14198044,0.0
0.4585896,0.0
0.86094487,1.0
0.31074777,0.0
0.16235258,1.0
0.5979559,1.0
0.8285427,1.0
0.7776788,1.0
0.14149542,0.0
0.5902562,1.0
0.68014216,1.0
0.50554866,0.0
0.47258872,0.0
0.3220163,0.0
0.545621,1.0
0.77959585,1.0
0.41692674,0.0
0.15378456,0.0
0.34257275,0.0
0.4326394,0.0
0.30373344,1.0
0.71307886,0.0
0.7671552,1.0
0.71277535,1.0
0.27193713,0.0
0.41612667,1.0
0.6876983,1.0
0.8146805,1.0
0.61695385,0.0
0.8246817,1.0
0.43509904,0.0
0.42719907,0.0
0.15933141,0.0
0.84328103,1.0
0.73858565,1.0
0.3509491,0.0
0.52226776,1.0
0.7496212,1.0
0.44356164,1.0
0.90737265,1.0
0.75403845,1.0
0.8087296,1.0
0.69523257,1.0
0.24399668,0.0
0.18853779,0.0
0.40805742,1.0
0.6200239,0.0
0.6086549,1.0
0.46531433,1.0
0.17805412,0.0
0.36356437,0.0
0.42081246,0.0
0.771213,1.0
0.19699335,0.0
0.47978446,0.0
0.13992134,0.0
0.29733124,0.0
0.66877073,0.0
0.27908927,1.0
0.57963675,1.0
0.8033348,1.0
0.2136544,0.0
0.4045727,0.0
0.7954814,1.0
0.77983797,1.0
0.85950786,1.0
0.6666215,0.0
0.286671,1.0
0.58570176,1.0
0.7765371,1.0
0.755157,0.0
0.1170303,0.0
0.21107672,0.0
0.84121025,0.0
0.15510648,0.0
0.67291784,1.0
0.34012058,1.0
0.6265861,1.0
0.28460816,1.0
0.48665497,1.0
0.7753693,1.0
0.577979,0.0
0.59669054,0.0
0.76588434,1.0
0.17605254,0.0
0.59505093,0.0
0.6453308,0.0
0.5454606,1.0
0.7297395,0.0
0.76411474,0.0
0.62178516,1.0
0.17222361,0.0
0.40892938,0.0
0.81217617,1.0
0.82268,1.0
0.29881546,1.0
0.6548009,0.0
0.6684035,0.0
0.562038,1.0
0.72942656,1.0
0.12275093,0.0
0.52845067,0.0
0.8553189,1.0
0.85054517,1.0
0.37165076,0.0
0.6412604,1.0
0.805337,1.0
0.2866214,0.0
0.27825856,0.0
0.59373176,0.0
0.428722,1.0
0.22719136,0.0
0.819422,1.0
0.77282655,1.0
0.36824074,0.0
0.19726107,0.0
0.15585615,0.0
0.5470067,1.0
0.22502497,0.0
0.7818362,1.0
0.13157022,0.0
0.31923488,1.0
0.308721,0.0
0.86274177,1.0
0.77101153,0.0
0.27571613,0.0
0.45439598,0.0
0.24680217,0.0
0.3090682,0.0
0.50170577,0.0
0.5988419,1.0
0.5078146,1.0
0.2936249,0.0
0.64871424,0.0
0.7269537,1.0
0.812988,1.0
0.3669716,0.0
0.6281403,0.0
0.84081507,1.0
0.45344555,0.0
0.6653436,1.0
0.3390156,0.0
0.3853259,0.0
0.21602216,0.0
0.52972895,1.0
0.74521846,1.0
0.65596485,1.0
0.24004023,1.0
0.86056095,1.0
0.79159534,0.0
0.86454,1.0
0.46418965,0.0
0.33429477,0.0
0.81199443,1.0
0.7267621,1.0
0.6878704,0.0
0.19395478,0.0
0.26852593,0.0
0.67375743,1.0
0.71904117,1.0
0.18232489,0.0
0.8177177,1.0
0.17539509,0.0
0.25351351,0.0
0.4735343,0.0
0.6992497,1.0
0.24890931,0.0
0.2362602,0.0
0.74992996,1.0
0.6929433,1.0
0.6315165,0.0
0.27755857,0.0
0.23202781,1.0
0.84640086,1.0
0.66948867,0.0
0.7006427,1.0
0.5702797,1.0
0.6618427,1.0
0.78369254,1.0
0.8688805,1.0
0.6439986,1.0
0.50809264,0.0
0.5382049,0.0
0.56113946,0.0
0.78104883,1.0
0.77013296,1.0
0.5281799,1.0
0.7536685,0.0
0.21486308,0.0
0.38846743,0.0
0.820736,1.0
0.82011294,1.0
0.4104267,0.0
0.12474518,0.0
0.36679825,0.0
0.8405119,1.0
0.74102795,0.0
0.12134817,0.0
0.8036388,1.0
0.18548091,0.0
0.40002373,0.0
0.69281185,0.0
0.6533314,0.0
0.70832384,0.0
0.79829764,1.0
0.51399773,1.0
0.81015944,1.0
0.49021247,0.0
0.44341138,1.0
0.826236,1.0
0.22021644,0.0
0.27903783,0.0
0.43465987,0.0
0.7095147,0.0
0.11853378,0.0
0.7375949,1.0
0.7304157,1.0
0.6091715,1.0
0.75543135,1.0
0.414644,0.0
0.6481993,0.0
0.61369437,1.0
0.6177184,1.0
0.86593795,1.0
0.79171884,1.0
0.26672822,0.0
0.8733676,0.0
0.4900772,1.0
0.5096985,0.0
0.25140688,0.0
0.18852209,0.0
0.091611125,0.0
0.6417927,0.0
0.68764925,1.0
0.66181666,1.0
0.92442715,1.0
0.45000738,0.0
0.7887383,1.0
0.87025845,1.0
0.68598557,0.0
0.45313993,0.0
0.27120337,1.0
0.3297869,0.0
0.14411213,0.0
0.63128376,1.0
0.3134955,0.0
0.7430525,1.0
0.37326574,1.0
0.70483124,1.0
0.19710737,1.0
0.3787438,0.0
0.31055507,0.0
0.67856145,1.0
0.6242572,1.0
0.14670786,0.0
0.88926387,1.0
0.42825174,1.0
0.26392877,1.0
0.4406451,1.0
0.78829706,1.0
0.5069814,0.0
0.39797613,1.0
0.87783873,1.0
0.31490913,0.0
0.7058252,1.0
0.5020877,0.0
0.6691825,1.0
0.87106216,1.0
0.23269874,0.0
0.53779274,1.0
0.6221247,1.0
0.20883898,0.0
0.65206826,1.0
0.28349262,0.0
0.13879625,1.0
0.78808165,1.0
0.59316444,0.0
0.59361935,1.0
0.64670384,0.0
0.8350037,1.0
0.73521894,1.0
0.1819921,0.0
0.4637589,1.0
0.23262516,0.0
0.63592213,1.0
0.25949627,0.0
0.29982665,0.0
0.5901454,1.0
0.8751227,0.0
0.5301756,1.0
0.5897505,1.0
0.54350114,0.0
0.49044716,1.0
0.63349515,1.0
0.7509155,1.0
0.8628071,1.0
0.19385305,0.0
0.12184035,0.0
0.33169156,0.0
0.80972135,1.0
0.85177064,1.0
0.3095701,0.0
0.31559595,0.0
0.51643646,1.0
0.10622696,0.0
0.7520091,0.0
0.64914376,1.0
0.5731618,1.0
0.68632376,1.0
0.49428034,1.0
0.28126025,1.0
0.31468445,0.0
0.7247233,1.0
0.88749886,1.0
0.6113034,0.0
0.44640082,0.0
0.6528095,0.0
0.2744298,1.0
0.13960941,0.0
0.73959416,1.0
0.178662,0.0
0.12471489,1.0
0.20923208,0.0
0.64211875,1.0
0.68772835,1.0
0.7797393,1.0
0.7118657,1.0
0.38047516,0.0
0.67231447,0.0
0.710149,1.0
0.19955106,0.0
0.7338987,1.0
0.5631943,0.0
0.15350659,0.0
0.81516296,1.0
0.8192011,1.0
0.5499632,0.0
0.6247612,1.0
0.62703943,0.0
0.63779986,1.0
0.3385778,1.0
0.81968784,1.0
0.7334943,1.0
0.28689536,0.0
0.65489215,1.0
0.6058079,0.0
0.58627254,1.0
0.17444974,0.0
0.3781811,1.0
0.43314666,1.0
0.7103829,1.0
0.19099537,0.0
0.6354916,1.0
0.49720302,0.0
0.8543873,1.0
0.7973368,1.0
0.76015204,1.0
0.3533053,0.0
0.31507298,1.0
0.22755393,0.0
0.37875918,0.0
0.13233304,0.0
0.555677,1.0
0.33162788,1.0
0.3197984,0.0
0.6882052,1.0
0.23906691,0.0
0.21863675,0.0
0.47320163,0.0
0.5814384,0.0
0.5057183,1.0
0.6594523,1.0
0.73525846,1.0
0.30325782,1.0
0.7059362,1.0
0.37546802,0.0
0.7954791,0.0
0.30485716,1.0
0.21196538,1.0
0.532705,0.0
0.7186541,0.0
0.14444074,0.0
0.77798235,1.0
0.43687537,0.0
0.32761934,0.0
0.17950648,0.0
0.79838866,1.0
0.72304153,1.0
0.4567111,0.0
0.81576616,1.0
0.6788379,1.0
0.33051756,1.0
0.30390918,0.0
0.6375751,1.0
0.20869882,0.0
0.7463309,1.0
0.5966603,0.0
0.27938008,0.0
0.21174736,0.0
0.5560305,1.0
0.6361333,1.0
0.72506326,0.0
0.70715827,1.0
0.5221535,1.0
0.38905045,1.0
0.38196275,0.0
0.65523857,1.0
0.18583286,1.0
0.69539434,1.0
0.6999665,1.0
0.2585959,0.0
0.25254312,0.0
0.37646425,0.0
0.39187512,0.0
0.17398493,0.0
0.29549944,0.0
0.6119382,1.0
0.35968074,1.0
0.8546763,1.0
0.28843448,0.0
0.24706407,0.0
0.4623908,0.0
0.82893366,0.0
0.8819747,1.0
0.28647017,0.0
0.7697033,1.0
0.7606728,1.0
0.25894803,0.0
0.17149617,0.0
0.8586037,0.0
0.79491234,0.0
0.1870562,0.0
0.45590454,0.0
0.5126379,0.0
0.786068,1.0
0.3599604,0.0
0.5824496,0.0
0.78366977,1.0
0.6063524,0.0
0.26083857,0.0
0.8832475,1.0
0.4844702,0.0
0.79645854,1.0
0.3747514,0.0
0.45249873,1.0
0.6107215,1.0
0.6416253,1.0
0.6625751,1.0
0.86045754,1.0
0.6566163,0.0
0.5745608,1.0
0.49496365,0.0
0.5822614,0.0
0.60200274,0.0
0.32397747,0.0
0.36449927,0.0
0.20161404,0.0
0.4221607,1.0
0.6668522,0.0
0.4615106,1.0
0.73471,0.0
0.18455629,1.0
0.4555716,1.0
0.24096103,0.0
0.28823575,1.0
0.12078396,0.0
0.6944835,0.0
0.7523505,0.0
0.43495095,0.0
0.33733517,0.0
0.15193003,0.0
0.60496086,1.0
0.754164,1.0
0.4245196,1.0
0.1602941,0.0
0.51369506,1.0
0.56496656,0.0
0.361001,0.0
0.22636741,0.0
0.4410592,0.0
0.8756764,1.0
0.29665843,0.0
0.35607722,0.0
0.12061587,0.0
0.4302232,0.0
0.7267753,0.0
0.20812187,0.0
0.6910532,1.0
0.45085162,0.0
0.38622192,1.0
0.76902485,0.0
0.32661587,0.0
0.80346704,1.0
0.7694356,1.0
0.27927914,0.0
0.16010688,0.0
0.2085961,1.0
0.8181588,1.0
0.15899543,0.0
0.3872317,0.0
0.42049047,0.0
0.6279235,1.0
0.9016844,1.0
0.587509,0.0
0.53215617,1.0
0.5695215,1.0
0.2836209,1.0
0.77980417,1.0
0.16707507,1.0
0.6257974,1.0
0.4954606,1.0
0.19430947,0.0
0.6935062,1.0
0.5582251,1.0
0.47846994,1.0
0.6219146,1.0
0.59797233,1.0
0.19353484,0.0
0.45439377,1.0
0.7330773,1.0
0.5126509,0.0
0.6677892,1.0
0.30708212,0.0
0.14348145,0.0
0.69176567,1.0
0.28760555,0.0
0.8328001,0.0
0.7907919,0.0
0.38729903,0.0
0.59386873,0.0
0.28297952,1.0
0.70203733,1.0
0.43814072,1.0
0.51074696,0.0
0.12878892,0.0
0.87877405,1.0
0.56071943,1.0
0.7961143,1.0
0.67043173,0.0
0.74292713,1.0
0.42280942,1.0
0.8417991,1.0
0.31140968,1.0
0.32495824,1.0
0.30310214,0.0
0.16376069,0.0
0.5228377,1.0
0.3340425,1.0
0.22887403,0.0
0.7669192,1.0
0.59580636,0.0
0.70445675,1.0
0.8492441,1.0
0.81120634,1.0
0.3876637,1.0
0.7754559,1.0
0.19732349,0.0
0.35875162,0.0
0.43725985,0.0
0.62558526,0.0
0.60001844,1.0
0.27844718,0.0
0.24249098,0.0
0.3155659,0.0
0.38086066,1.0
0.16126513,0.0
0.59231234,0.0
0.36829922,0.0
0.28573146,0.0
0.6712315,0.0
0.14339358,1.0
0.20972638,0.0
0.7788861,1.0
0.713915,1.0
0.7569201,1.0
0.21635796,0.0
0.2997439,0.0
0.437012,1.0
0.69771606,0.0
0.69486755,1.0
0.4504485,1.0
0.7287864,1.0
0.4627072,0.0
0.24450825,0.0
0.43786222,0.0
0.49646318,0.0
0.69238555,1.0
0.7894862,1.0
0.21290675,0.0
0.788995,1.0
0.5151574,0.0
0.54477763,1.0
0.78354734,1.0
0.7544477,1.0
0.35814556,1.0
0.34298724,0.0
0.78194,1.0
0.4950559,0.0
0.6983006,1.0
0.62064517,0.0
0.23858754,0.0
0.29103965,0.0
0.8911534,0.0
0.66003877,1.0
0.33826157,0.0
0.8369567,0.0
0.5909935,1.0
0.6841745,0.0
0.16766287,0.0
0.8863855,1.0
0.8965625,1.0
0.59971094,1.0
0.34826788,0.0
0.3773864,0.0
0.68619645,1.0
0.6755196,1.0
0.44788718,1.0
0.9181174,1.0
0.8320544,1.0
0.5894238,0.0
0.7258194,1.0
0.79831105,1.0
0.74116564,1.0
0.18371904,0.0
0.5428113,1.0
0.22261193,0.0
0.8432714,1.0
0.64695823,1.0
0.17803286,0.0
0.60054624,0.0
0.6919722,1.0
0.72851056,0.0
0.15832695,0.0
0.7376498,1.0
0.21904103,0.0
0.82855225,1.0
0.52859896,1.0
0.8119038,1.0
0.7741024,1.0
0.24028003,0.0
0.7863538,1.0
0.76368064,0.0
0.12879476,0.0
0.563212,0.0
0.1900318,0.0
0.7009136,0.0
0.13658854,0.0
0.28214723,0.0
0.37796518,1.0
0.29780123,1.0
0.25892475,1.0
0.2482843,1.0
0.15251751,0.0
0.726032,1.0
0.6455117,0.0
0.7784646,1.0
0.64030695,1.0
0.5490437,0.0
0.75597143,0.0
0.114389196,0.0
0.30287653,1.0
0.7344805,1.0
0.5530864,0.0
0.417348,1.0
0.6391453,1.0
0.54335886,0.0
0.3788348,1.0
0.26208857,0.0
0.6992222,0.0
0.29957378,0.0
0.57090473,0.0
0.944612,1.0
0.7159484,1.0
0.65529364,1.0
0.23722441,0.0
0.50527364,1.0
0.21161857,1.0
0.49419734,0.0
0.087618366,0.0
0.24206701,0.0
0.5986596,1.0
0.679341,1.0
0.6003433,1.0
0.5034334,1.0
0.24926543,0.0
0.23209026,1.0
0.62078,1.0
0.6535058,1.0
0.4792416,1.0
0.869435,1.0
0.73638797,1.0
0.7188667,1.0
0.8157814,1.0
0.4471414,0.0
0.3850497,0.0
0.6399605,0.0
0.18290733,0.0
