RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0.0,81.0,126.0,3.321928094887362,78.0,18.0,0.0,100.0,33.8,7.0,8.0,18.0,1.0,83.0,0.0,0.0,0.0,64.0,1.0,2.0,0.1,80.0
1.0,59.0,243.0,3.584962500721156,79.0,38.0,1.0,76.0,7.0,4.0,6.0,43.0,1.0,50.0,0.0,1.0,63.0,78.0,7.0,2.321928094887362,2.321928094887362,86.0
1.0,66.0,176.0,3.584962500721156,81.0,43.0,0.0,98.0,3.0,4.0,6.0,44.0,1.0,39.0,0.0,1.584962500721156,36.0,64.0,3.0,2.321928094887362,1.0,47.0
1.0,72.0,169.0,2.584962500721156,60.0,21.0,1.0,96.0,30.0,6.0,3.0,23.0,1.0,52.0,0.0,2.321928094887362,66.0,82.0,4.0,2.0,1.0,78.0
0.0,73.0,409.0,3.0,94.0,38.0,0.0,100.0,20.95,7.0,8.0,39.0,2.0,18.0,0.0,1.0,27.0,69.0,11.0,1.584962500721156,1.584962500721156,72.0
1.0,86.0,419.0,3.4594316186372973,122.0,17.0,0.0,100.0,31.25,7.0,8.0,18.0,1.0,72.0,0.0,0.0,0.0,36.0,0.0,1.584962500721156,0.1,50.0
1.0,91.0,282.0,6.658211482751795,209.0,6.0,0.0,100.0,32.5,7.0,8.0,7.0,0.0,43.0,0.0,0.0,0.0,57.15,0.0,1.1754887502163467,0.0,0.0
0.0,73.0,324.0,4.0,89.0,19.0,0.0,89.0,9.0,4.0,6.0,19.0,0.0,21.0,0.0,0.0,34.0,36.0,6.0,2.0,1.0,64.0
0.0,78.0,134.0,1.584962500721156,63.0,35.0,0.0,93.0,32.0,6.0,6.0,40.0,3.0,40.0,0.0,0.0,22.0,55.0,5.0,2.321928094887362,0.0,60.0
1.0,65.0,155.0,3.169925001442312,37.0,20.0,1.0,95.0,8.0,4.0,6.0,21.0,1.0,38.0,0.0,1.584962500721156,49.0,87.0,5.0,2.584962500721156,1.0,67.0
1.0,75.0,70.0,1.0,38.0,8.0,0.0,100.0,25.55,7.0,8.0,9.0,1.0,78.0,0.0,2.321928094887362,17.0,77.3,2.0,1.0,0.1,100.0
0.0,84.0,277.0,3.169925001442312,109.0,8.0,0.0,100.0,31.55,7.0,8.0,8.0,1.0,50.0,0.0,0.0,33.0,63.1,2.0,1.0,0.0,100.0
0.0,75.0,294.0,3.700439718141092,94.0,39.0,0.0,98.0,28.9,6.0,6.0,40.0,0.0,35.0,0.0,1.584962500721156,17.0,60.05,6.0,2.584962500721156,0.0,61.0
0.0,60.0,357.0,4.169925001442312,141.0,9.0,2.321928094887362,67.0,3.0,3.0,4.0,13.0,0.0,50.0,0.0,1.0,28.0,60.25,4.0,1.557681559705083,0.4792481250360578,100.0
0.0,68.0,106.0,2.0,54.0,29.0,1.0,87.0,51.0,6.0,2.0,31.0,2.0,65.0,0.0,1.0,85.0,73.0,3.0,2.584962500721156,1.584962500721156,100.0
1.0,67.0,85.0,3.0,44.0,15.0,1.0,93.0,45.0,6.0,6.0,16.0,2.0,33.0,0.0,0.0,59.0,62.0,3.0,1.584962500721156,1.584962500721156,83.0
1.0,71.0,282.0,1.0,73.0,22.0,0.0,96.0,21.1,6.0,6.0,25.0,5.0,4.0,0.0,1.584962500721156,37.0,39.0,11.0,1.0,1.0,80.0
1.0,50.0,204.0,1.584962500721156,91.0,23.0,1.584962500721156,82.0,1.0,3.0,5.0,28.0,2.0,32.0,0.0,2.807354922057604,32.0,63.0,5.0,1.7767226489021293,0.0,67.0
1.0,62.0,151.0,4.321928094887363,99.0,5.0,1.0,80.0,16.0,6.0,6.0,6.0,0.0,80.0,0.0,0.0,40.0,75.0,1.0,1.584962500721156,0.0,100.0
1.0,70.0,333.0,1.584962500721156,75.0,16.0,0.0,100.0,23.3,5.0,8.0,20.0,8.0,30.0,0.0,0.0,78.0,92.0,6.0,1.584962500721156,2.321928094887362,67.0
1.0,58.0,307.0,2.807354922057604,79.0,14.0,1.0,73.0,18.0,6.0,5.0,15.0,2.0,53.0,0.0,0.0,81.0,75.0,3.0,2.0,1.584962500721156,86.0
0.0,65.55,17.0,4.169925001442312,17.0,1.0,0.0,100.0,17.5,9.0,8.0,1.0,0.0,100.0,0.0,0.0,42.6,87.9,0.8,1.2547368752524044,0.6169925001442312,100.0
0.0,88.0,188.0,3.807354922057604,82.0,20.0,0.0,100.0,33.3,7.0,8.0,20.0,0.0,40.0,0.0,0.0,17.0,82.0,2.0,1.584962500721156,0.0,50.0
1.0,65.0,107.0,3.0,48.0,40.0,0.0,100.0,21.15,6.0,8.0,43.0,4.0,42.0,0.0,1.584962500721156,80.0,86.0,5.0,1.584962500721156,2.321928094887362,70.0
1.0,74.0,169.0,2.584962500721156,78.0,26.0,0.0,96.0,76.0,6.0,6.0,27.0,2.0,37.0,0.0,1.0,37.0,91.0,5.0,2.321928094887362,0.0,75.0
1.0,78.0,282.0,1.584962500721156,95.0,23.0,0.0,100.0,30.2,7.0,8.0,24.0,1.0,13.0,0.0,1.0,22.0,63.45,4.0,1.0,1.0,43.0
0.0,74.0,378.0,3.0,110.0,41.0,0.0,98.0,35.0,6.0,6.0,42.0,4.0,57.0,0.0,0.0,44.0,76.0,4.0,2.584962500721156,1.584962500721156,69.0
0.0,77.0,311.0,3.584962500721156,103.0,39.0,0.0,98.0,24.1,6.0,6.0,42.0,1.0,36.0,0.0,0.0,46.0,73.0,5.0,2.321928094887362,1.0,69.0
1.0,67.0,299.0,1.584962500721156,79.0,25.0,0.0,89.0,15.0,5.0,6.0,27.0,3.0,37.0,0.0,3.700439718141092,63.0,63.0,13.0,2.0,2.321928094887362,94.0
0.0,56.0,76.0,2.807354922057604,32.0,11.0,1.584962500721156,92.0,15.0,5.0,2.0,14.0,5.0,17.0,0.0,2.0,83.0,42.0,5.0,1.584962500721156,1.584962500721156,100.0
0.0,88.0,211.0,4.392317422778761,103.0,13.0,0.0,100.0,40.5,7.0,8.0,14.0,0.0,57.0,1.8184639055580796,0.0,0.0,19.0,2.0,2.0,0.0,71.0
1.0,75.0,169.0,1.584962500721156,59.0,21.0,0.0,100.0,29.85,7.0,8.0,22.0,4.0,36.0,1.166769081547038,2.321928094887362,43.0,112.0,4.0,2.807354922057604,0.0,83.0
1.0,66.0,127.0,1.584962500721156,69.0,17.0,0.0,94.0,16.0,6.0,6.0,18.0,4.0,33.0,0.44351823597917023,2.0,42.0,81.0,3.0,2.321928094887362,2.0,58.0
0.0,81.0,220.0,1.584962500721156,91.0,20.0,0.0,100.0,26.2,7.0,8.0,23.0,2.0,39.0,1.0311855028469232,1.584962500721156,36.0,65.8,3.0,1.0,1.0,67.0
1.0,71.0,177.0,3.169925001442312,95.0,24.0,0.0,96.0,31.85,6.0,6.0,24.0,1.0,75.0,1.0151480076624193,1.0,87.0,87.0,4.0,1.584962500721156,2.0,100.0
1.0,69.0,112.0,1.584962500721156,43.0,5.0,0.0,100.0,20.65,7.0,8.0,7.0,2.0,43.0,0.9527047760275373,1.0,37.0,58.0,3.0,1.584962500721156,0.0,83.0
0.0,74.0,150.0,3.807354922057604,91.0,13.0,1.0,93.0,35.0,6.0,2.0,14.0,0.0,29.0,1.1059351430399356,0.0,36.0,60.65,1.0,1.0,1.0,40.0
1.0,56.0,224.0,4.459431618637297,109.0,27.0,1.0,79.0,4.0,4.0,6.0,28.0,0.0,21.0,0.9456958931251244,1.0,101.0,79.0,15.0,1.0,3.584962500721156,94.0
1.0,65.0,243.0,3.321928094887362,89.0,23.0,0.0,83.0,2.0,4.0,6.0,23.0,1.0,52.0,1.3092670026914497,0.0,49.0,75.0,4.0,2.321928094887362,1.0,80.0
0.0,92.0,152.0,4.0,154.0,14.0,0.0,100.0,27.95,7.0,8.0,15.0,0.0,47.0,1.6582728314749224,0.0,7.0,79.0,2.0,1.584962500721156,0.0,80.0
0.0,91.0,150.0,2.0,108.0,10.0,0.0,100.0,37.45,7.0,8.0,11.0,1.0,64.0,1.3053105338486628,1.0,2.0,41.0,1.0,2.0,0.0,67.0
0.0,73.0,183.0,2.807354922057604,90.0,19.0,1.0,100.0,32.25,7.0,8.0,19.0,1.0,32.0,1.35030370028439,0.0,6.0,52.0,1.0,1.584962500721156,0.0,50.0
1.0,66.0,255.0,1.0,80.0,14.0,1.0,88.0,9.0,4.0,6.0,16.0,3.0,69.0,0.9821928094887362,2.321928094887362,58.0,60.0,3.0,2.321928094887362,1.0,88.0
1.0,87.0,120.0,3.700439718141092,59.0,26.0,0.0,100.0,34.5,7.0,8.0,26.0,0.0,54.0,1.2688011807719053,1.0,1.0,59.3,2.0,1.0,0.0,75.0
1.0,64.0,246.0,4.087462841250339,106.0,5.0,2.0,88.0,57.0,6.0,3.0,8.0,0.0,88.0,0.9336875369719031,1.0,62.35,144.0,1.9,2.321928094887362,0.8084962500721156,100.0
1.0,63.0,123.0,1.584962500721156,40.0,5.0,1.0,86.0,29.0,6.0,4.0,7.0,4.0,43.0,0.7434411277387498,0.0,77.0,82.95,3.0,1.0,1.0,100.0
0.0,78.0,177.0,1.0,65.0,26.0,0.0,96.0,28.3,6.0,6.0,28.0,3.0,46.0,1.5672962004286213,1.0,4.0,72.0,4.0,2.584962500721156,0.0,64.0
1.0,75.0,212.0,4.584962500721156,105.0,11.0,0.0,82.0,21.0,6.0,6.0,11.0,0.0,45.0,1.4453599377802495,1.0,13.0,64.8,1.0,1.0,0.0,100.0
0.0,68.0,224.0,3.321928094887362,110.0,24.0,2.584962500721156,86.0,25.0,6.0,2.0,29.0,1.0,31.0,1.4366473565840836,2.584962500721156,5.0,73.0,2.0,1.584962500721156,0.3292481250360578,71.0
1.0,61.0,208.0,2.807354922057604,96.0,24.0,2.0,74.0,44.0,6.0,2.0,27.0,3.0,63.0,0.8297570452370848,1.584962500721156,53.0,77.0,6.0,2.321928094887362,1.584962500721156,92.0
1.0,63.0,203.0,1.584962500721156,79.0,16.0,0.0,59.0,3.0,4.0,6.0,17.0,1.0,47.0,1.6546115324718755,2.0,55.0,77.0,7.0,2.0,1.0,91.0
1.0,69.0,160.0,2.584962500721156,109.0,11.0,1.0,92.0,20.0,6.0,3.0,13.0,1.0,31.0,0.05,0.0,94.0,55.15,3.0,1.584962500721156,2.0,100.0
1.0,49.0,103.0,2.321928094887362,48.0,10.0,3.700439718141092,53.0,7.0,0.0,2.0,17.0,1.0,35.0,0.39534452978042595,1.584962500721156,37.0,66.0,5.0,1.584962500721156,0.0,80.0
1.0,74.0,159.0,3.321928094887362,69.0,26.0,0.0,100.0,25.1,6.0,7.0,27.0,2.0,48.0,1.1040283865955969,0.0,61.0,67.0,3.0,2.321928094887362,1.584962500721156,78.0
1.0,65.0,241.0,5.247927513443585,95.0,15.0,0.0,76.0,0.0,4.0,6.0,17.0,0.0,29.0,0.8660964047443681,1.0,51.0,43.0,3.0,1.0,1.0,80.0
1.0,80.0,203.0,2.807354922057604,91.0,15.0,0.0,100.0,41.1,7.0,8.0,17.0,1.0,29.0,2.397833247524234,0.0,16.0,93.0,6.0,1.584962500721156,1.0,69.0
1.0,61.0,61.0,3.4594316186372973,41.0,9.0,0.0,80.0,20.05,5.0,6.0,10.0,1.0,50.0,0.14036774610288022,1.584962500721156,80.0,95.0,4.0,2.0,1.0,100.0
1.0,57.0,178.0,1.584962500721156,79.0,23.0,0.0,92.0,2.0,4.0,6.0,26.0,2.0,58.0,1.186028579809553,2.0,57.0,77.0,5.0,1.584962500721156,1.0,100.0
1.0,59.0,131.0,3.0,81.0,13.0,1.0,69.0,5.0,4.0,5.0,17.0,1.0,50.0,1.0033380966193453,1.584962500721156,75.0,59.2,3.0,1.584962500721156,1.0,100.0
1.0,71.0,103.0,4.0,94.0,6.0,1.0,86.0,13.0,6.0,5.0,7.0,0.0,14.0,1.1652817143773355,0.0,48.0,60.1,2.0,1.4652817143773356,0.0,67.0
0.0,86.0,168.0,4.0,85.0,33.0,0.0,97.0,51.0,6.0,6.0,34.0,0.0,38.0,1.655287528027372,0.0,3.0,74.85,3.0,1.584962500721156,0.0,56.0
0.0,83.0,106.0,2.0,62.0,28.0,0.0,100.0,33.5,7.0,8.0,28.0,5.0,11.0,0.8623370299246572,2.321928094887362,17.0,65.85,2.0,1.0,0.0,60.0
1.0,59.0,198.0,2.807354922057604,89.0,29.0,2.0,79.0,21.0,6.0,2.0,34.0,1.0,38.0,1.0254887502163468,2.0,38.0,98.0,11.0,1.0,1.0,86.0
1.0,59.0,256.0,0.0,50.0,11.0,1.0,44.0,1.0,4.0,5.0,16.0,1.0,75.0,0.9305541224305358,1.0,93.0,74.0,3.0,2.807354922057604,1.584962500721156,90.0
0.0,55.0,203.0,3.0,81.0,19.0,1.584962500721156,86.0,3.0,3.0,5.0,21.0,2.0,33.0,1.2007707526193343,2.0,56.0,87.0,3.0,1.584962500721156,1.0,83.0
0.0,75.0,258.0,4.857980995127572,97.0,23.0,0.0,96.0,27.25,6.0,6.0,24.0,0.0,13.0,0.6814678310039806,0.0,31.0,61.45,4.0,1.3451046213552846,0.0,57.0
1.0,78.0,41.0,2.0,16.0,3.0,0.0,100.0,19.25,7.0,8.0,3.0,2.0,67.0,0.8658564963192271,4.087462841250339,0.0,70.5,0.0,1.0,0.0,50.0
0.0,65.0,14.0,0.0,4.0,3.0,0.0,100.0,11.2,7.0,8.0,6.0,5.0,33.0,0.3377443751081734,3.321928094887362,1.0,98.0,1.0,1.584962500721156,0.0,50.0
0.0,80.0,233.0,2.0,106.0,28.0,0.0,97.0,2.0,4.0,6.0,30.0,4.0,37.0,1.584962500721156,2.0,4.0,98.0,4.0,1.584962500721156,0.0,86.0
1.0,70.0,252.0,2.0,73.0,20.0,2.321928094887362,88.0,31.0,6.0,3.0,24.0,4.0,67.0,1.584962500721156,1.0,16.0,93.0,3.0,1.584962500721156,0.0,63.0
1.0,59.0,198.9,2.584962500721156,82.0,20.0,2.584962500721156,78.0,6.0,4.0,2.0,27.0,1.0,67.0,2.321928094887362,1.0,98.0,84.0,2.0,2.321928094887362,1.296240625180289,100.0
1.0,57.0,246.0,2.321928094887362,72.0,34.0,1.584962500721156,88.0,3.0,1.0,3.0,40.0,4.0,73.0,1.584962500721156,2.0,12.0,70.0,3.0,3.700439718141092,0.0,89.0
1.0,77.0,154.0,2.0,55.0,31.0,0.0,100.0,27.6,7.0,8.0,32.0,6.0,63.0,1.584962500721156,1.584962500721156,26.0,74.0,5.0,3.906890595608519,0.0,86.0
1.0,65.0,37.0,3.807354922057604,24.0,11.0,0.0,100.0,18.55,7.0,8.0,11.0,0.0,27.0,2.0,2.321928094887362,81.0,71.45,6.0,1.0,1.584962500721156,88.0
1.0,67.0,97.0,1.584962500721156,46.0,8.0,0.0,100.0,30.2,7.0,8.0,9.0,1.0,33.0,0.0,1.0,66.0,48.0,5.0,1.584962500721156,1.0,88.0
1.0,73.0,136.0,2.807354922057604,77.0,25.0,0.0,100.0,28.2,7.0,8.0,25.0,4.0,36.0,0.0,2.0,54.0,100.0,11.0,1.0,1.0,100.0
