RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1.0,61.0,256.0,4.321928094887363,68.0,14.0,0.0,87.0,0.0,4.0,6.0,15.0,0.0,33.0,0.0,1.584962500721156,62.0,68.0,3.0,2.0,1.0,86.0
1.0,62.0,131.0,2.321928094887362,59.0,16.0,2.321928094887362,79.0,23.0,6.0,5.0,20.0,4.0,58.0,0.0,2.321928094887362,25.0,91.0,3.0,2.321928094887362,1.0,70.0
1.0,89.0,244.0,3.321928094887362,147.0,10.0,0.0,100.0,48.142857142857146,7.0,8.0,10.0,1.0,10.0,0.0,0.0,3.0,67.14285714285714,2.0,1.0835660715315938,0.0,50.0
1.0,65.0,43.0,1.584962500721156,26.0,15.0,1.0,100.0,20.428571428571427,7.0,8.0,17.0,2.0,25.0,0.0,2.321928094887362,31.0,83.0,5.0,1.0,0.0,75.0
1.0,57.0,147.0,2.321928094887362,73.0,27.0,1.0,97.0,1.0,0.0,2.0,31.0,2.0,48.0,0.0,2.321928094887362,44.0,87.0,3.0,1.584962500721156,2.0,56.0
1.0,72.0,365.0,3.584962500721156,83.0,22.0,0.0,100.0,28.0,7.0,8.0,22.0,1.0,41.0,0.0,0.0,49.0,23.0,6.0,1.584962500721156,1.0,73.0
0.0,72.0,84.0,2.321928094887362,53.0,29.0,0.0,100.0,27.571428571428573,7.0,8.0,30.0,2.0,27.0,0.0,1.0,43.0,48.0,9.0,2.584962500721156,2.0,64.0
1.0,65.0,88.0,3.321928094887362,45.0,20.0,0.0,85.0,1.0,4.0,6.0,20.0,1.0,20.0,0.0,0.0,14.0,71.0,4.0,1.584962500721156,1.0,50.0
1.0,64.0,91.0,2.321928094887362,55.0,19.0,1.0,90.0,0.0,0.0,2.0,20.0,2.0,50.0,0.0,1.584962500721156,24.0,81.0,6.0,2.0,1.0,82.0
1.0,58.0,265.0,2.0,79.0,25.0,1.584962500721156,93.0,13.0,0.0,5.0,28.0,2.0,48.0,0.0,1.0,63.0,50.0,8.0,1.584962500721156,0.0,91.0
1.0,58.0,150.0,4.087462841250339,72.0,18.0,1.584962500721156,55.0,4.0,4.0,5.0,22.0,0.0,45.0,0.0,1.0,79.0,38.0,7.0,2.0,0.0,91.0
1.0,79.0,162.0,3.0,94.0,17.0,0.0,100.0,28.285714285714285,7.0,8.0,17.0,1.0,29.0,0.0,0.0,28.0,64.0,3.0,1.0,1.0,57.0
1.0,66.0,284.0,5.044394119358453,107.0,15.0,1.584962500721156,82.0,3.0,4.0,4.0,17.0,0.0,53.0,0.0,1.0,19.0,50.0,3.0,1.584962500721156,1.0,63.0
1.0,69.0,476.0,3.169925001442312,157.0,38.0,2.321928094887362,100.0,27.285714285714285,6.0,8.0,39.0,1.0,36.0,0.0,2.321928094887362,50.0,54.0,14.0,1.584962500721156,2.321928094887362,89.0
0.0,71.0,179.0,2.0,62.0,15.0,2.0,83.0,37.0,6.0,2.0,18.0,4.0,33.0,0.0,2.584962500721156,5.0,9.0,1.0,1.0,0.0,22.0
1.0,54.0,114.0,3.700439718141092,49.0,9.0,2.0,64.0,4.0,0.0,2.0,12.0,0.0,27.0,0.0,0.0,62.0,14.0,6.0,1.584962500721156,1.0,100.0
1.0,68.0,133.0,3.0,44.0,39.0,1.584962500721156,100.0,16.0,6.0,8.0,39.0,4.0,67.0,0.0,1.584962500721156,15.0,73.0,5.0,1.584962500721156,0.0,50.0
0.0,75.0,164.0,2.321928094887362,66.0,19.0,0.0,100.0,25.142857142857142,7.0,8.0,19.0,2.0,21.0,0.0,0.0,53.0,92.0,5.0,1.0,1.0,55.0
1.0,67.0,118.0,2.807354922057604,37.0,23.0,1.584962500721156,88.0,70.0,6.0,2.0,26.0,5.0,42.0,0.0,0.0,31.0,70.0,5.0,2.0,1.0,67.0
0.0,88.0,153.0,5.087462841250339,92.0,13.0,0.0,100.0,30.428571428571427,7.0,8.0,14.0,0.0,7.0,0.0,0.0,1.0,56.0,1.0,1.0835660715315938,0.0,25.0
1.0,51.0,186.0,3.807354922057604,96.0,22.0,2.0,84.0,2.0,0.0,2.0,25.0,0.0,56.0,0.0,2.321928094887362,79.0,50.0,5.0,2.0,2.0,100.0
1.0,70.0,127.0,4.700439718141092,57.0,23.0,0.0,96.0,19.428571428571427,6.0,6.0,24.0,0.0,13.0,0.0,0.0,51.0,51.714285714285715,9.0,1.536412500309067,1.0,67.0
1.0,65.0,116.0,3.4594316186372973,37.0,14.0,1.0,93.0,72.0,6.0,2.0,15.0,1.0,13.0,0.0,1.584962500721156,52.0,76.85714285714286,3.0,1.0,1.584962500721156,56.0
1.0,78.0,21.0,2.321928094887362,13.0,11.0,0.0,100.0,9.285714285714286,7.0,8.0,11.0,5.0,64.0,0.0,2.0,7.0,79.28571428571429,3.0,1.8923915140704488,0.0,75.0
0.0,86.0,318.0,4.247927513443585,90.0,13.0,0.0,100.0,30.142857142857142,7.0,8.0,13.0,0.0,62.0,0.0,0.0,0.0,44.0,0.0,1.584962500721156,0.0,50.0
0.0,90.0,230.0,3.807354922057604,73.0,11.0,0.0,100.0,44.42857142857143,7.0,8.0,13.0,0.0,62.0,0.0,0.0,1.0,71.0,1.0,2.321928094887362,0.0,71.0
1.0,76.0,293.0,2.321928094887362,74.0,33.0,0.0,100.0,37.57142857142857,7.0,8.0,34.0,1.0,38.0,0.0,1.584962500721156,37.0,58.57142857142857,13.0,1.0,0.0,88.0
1.0,70.0,37.0,2.321928094887362,20.0,19.0,0.0,100.0,27.285714285714285,7.0,8.0,20.0,2.0,20.0,0.0,2.0,42.0,73.0,2.0,1.584962500721156,1.0,50.0
1.0,72.0,209.0,1.584962500721156,95.0,41.0,0.0,100.0,36.714285714285715,7.0,8.0,42.0,3.0,38.0,0.0,1.0,42.0,72.28571428571429,7.0,1.584962500721156,1.584962500721156,82.0
0.0,83.0,398.0,2.0,118.0,29.0,0.0,100.0,34.714285714285715,7.0,8.0,29.0,2.0,31.0,0.0,2.0,22.0,87.0,6.0,2.0,0.0,69.0
0.0,87.0,326.0,3.0,111.0,26.0,0.0,100.0,30.285714285714285,7.0,8.0,30.0,1.0,40.0,0.0,0.0,12.0,89.0,3.0,1.584962500721156,0.0,56.0
1.0,55.0,114.0,2.807354922057604,59.0,19.0,0.0,89.0,5.0,4.0,6.0,19.0,1.0,53.0,0.0,1.0,97.0,90.0,8.0,1.584962500721156,2.807354922057604,100.0
1.0,65.0,478.0,3.700439718141092,97.0,44.0,0.0,89.0,1.0,4.0,6.0,47.0,0.0,32.0,0.0,3.321928094887362,63.0,68.42857142857143,9.0,2.019387040872057,2.807354922057604,60.0
1.0,78.0,197.0,4.584962500721156,91.0,15.0,0.0,100.0,28.0,7.0,8.0,17.0,0.0,41.0,0.0,2.584962500721156,57.0,32.0,2.0,1.584962500721156,0.8814178573489018,67.0
0.0,79.0,243.0,4.169925001442312,77.0,35.0,0.0,97.0,67.0,6.0,6.0,39.0,0.0,36.0,0.0,1.584962500721156,20.0,67.28571428571429,4.0,1.0,0.0,56.0
1.0,75.0,183.0,4.247927513443585,92.0,21.0,0.0,100.0,36.142857142857146,7.0,8.0,22.0,0.0,27.0,0.0,0.0,88.0,91.0,9.0,2.0,2.584962500721156,93.0
1.0,70.0,176.0,3.169925001442312,96.0,20.0,0.0,95.0,17.0,5.0,6.0,20.0,1.0,30.0,0.0,0.0,74.0,71.0,8.0,2.321928094887362,2.0,86.0
1.0,78.0,368.0,2.807354922057604,74.0,42.0,0.0,98.0,23.0,5.0,6.0,43.0,3.0,49.0,0.0,2.0,10.0,19.0,8.0,1.584962500721156,0.0,67.0
1.0,75.0,300.0,3.906890595608519,124.0,22.0,0.0,100.0,31.285714285714285,7.0,8.0,23.0,0.0,39.0,0.0,0.0,57.0,59.714285714285715,4.0,1.0,1.0,100.0
1.0,76.0,150.0,3.584962500721156,54.0,14.0,0.0,100.0,26.714285714285715,7.0,8.0,15.0,1.0,40.0,0.0,0.0,32.0,96.0,4.0,1.584962500721156,0.0,75.0
1.0,72.0,168.0,3.169925001442312,62.0,10.0,0.0,100.0,20.857142857142858,7.0,8.0,11.0,1.0,18.0,0.0,2.584962500721156,60.0,82.0,7.0,1.0,0.0,100.0
1.0,55.0,118.0,2.321928094887362,69.0,12.0,3.0,50.0,4.0,3.0,3.0,22.0,2.0,27.0,0.0,1.584962500721156,79.0,79.0,5.0,1.584962500721156,1.584962500721156,88.0
1.0,74.0,277.0,4.954196310386875,123.0,24.0,0.0,88.0,12.0,6.0,6.0,24.0,0.0,25.0,0.0,0.0,45.0,64.28571428571429,12.0,1.0,1.584962500721156,93.0
1.0,63.0,174.0,1.0,62.0,11.0,1.0,79.0,5.0,3.0,5.0,14.0,1.0,29.0,0.0,2.584962500721156,37.0,101.0,5.0,1.584962500721156,1.584962500721156,70.0
1.0,81.0,137.0,3.321928094887362,66.0,34.0,0.0,100.0,20.714285714285715,7.0,8.0,34.0,1.0,62.0,0.0,1.0,24.0,92.0,3.0,2.321928094887362,0.0,78.0
0.0,81.0,126.0,3.321928094887362,78.0,18.0,0.0,100.0,32.57142857142857,7.0,8.0,18.0,1.0,83.0,0.0,0.0,0.0,64.0,1.0,2.0,0.2857142857142857,80.0
1.0,59.0,243.0,3.584962500721156,79.0,38.0,1.0,76.0,7.0,4.0,6.0,43.0,1.0,50.0,0.0,1.0,63.0,78.0,7.0,2.321928094887362,2.321928094887362,86.0
1.0,66.0,176.0,3.584962500721156,81.0,43.0,0.0,98.0,3.0,4.0,6.0,44.0,1.0,39.0,0.0,1.584962500721156,36.0,64.0,3.0,2.321928094887362,1.0,47.0
1.0,72.0,169.0,2.584962500721156,60.0,21.0,1.0,96.0,30.0,6.0,3.0,23.0,1.0,52.0,0.0,2.321928094887362,66.0,82.0,4.0,2.0,1.0,78.0
0.0,73.0,409.0,3.0,94.0,38.0,0.0,100.0,23.142857142857142,7.0,8.0,39.0,2.0,18.0,0.0,1.0,27.0,69.0,11.0,1.584962500721156,1.584962500721156,72.0
1.0,86.0,419.0,3.4594316186372973,122.0,17.0,0.0,100.0,39.714285714285715,7.0,8.0,18.0,1.0,72.0,0.0,0.0,0.0,36.0,0.0,1.584962500721156,0.0,50.0
1.0,91.0,282.0,6.658211482751795,209.0,6.0,0.0,100.0,29.571428571428573,7.0,8.0,7.0,0.0,43.0,0.0,0.0,0.0,54.42857142857143,0.0,1.0835660715315938,0.0,0.0
0.0,73.0,324.0,4.0,89.0,19.0,0.0,89.0,9.0,4.0,6.0,19.0,0.0,21.0,0.0,0.0,34.0,36.0,6.0,2.0,1.0,64.0
0.0,78.0,134.0,1.584962500721156,63.0,35.0,0.0,93.0,32.0,6.0,6.0,40.0,3.0,40.0,0.0,0.0,22.0,55.0,5.0,2.321928094887362,0.0,60.0
1.0,65.0,155.0,3.169925001442312,37.0,20.0,1.0,95.0,8.0,4.0,6.0,21.0,1.0,38.0,0.0,1.584962500721156,49.0,87.0,5.0,2.584962500721156,1.0,67.0
1.0,75.0,70.0,1.0,38.0,8.0,0.0,100.0,27.142857142857142,7.0,8.0,9.0,1.0,78.0,0.0,2.321928094887362,17.0,76.71428571428571,2.0,1.0,0.14285714285714285,100.0
0.0,84.0,277.0,3.169925001442312,109.0,8.0,0.0,100.0,49.857142857142854,7.0,8.0,8.0,1.0,50.0,0.0,0.0,33.0,65.42857142857143,2.0,1.0,0.0,100.0
0.0,75.0,294.0,3.700439718141092,94.0,39.0,0.0,98.0,35.857142857142854,6.0,6.0,40.0,0.0,35.0,0.0,1.584962500721156,17.0,69.42857142857143,6.0,2.584962500721156,0.0,61.0
0.0,60.0,357.0,4.169925001442312,141.0,9.0,2.321928094887362,67.0,3.0,3.0,4.0,13.0,0.0,50.0,0.0,1.0,28.0,68.85714285714286,4.0,1.738560714491759,0.5714285714285714,100.0
0.0,68.0,106.0,2.0,54.0,29.0,1.0,87.0,51.0,6.0,2.0,31.0,2.0,65.0,0.0,1.0,85.0,73.0,3.0,2.584962500721156,1.584962500721156,100.0
1.0,67.0,85.0,3.0,44.0,15.0,1.0,93.0,45.0,6.0,6.0,16.0,2.0,33.0,0.0,0.0,59.0,62.0,3.0,1.584962500721156,1.584962500721156,83.0
1.0,71.0,282.0,1.0,73.0,22.0,0.0,96.0,18.714285714285715,6.0,6.0,25.0,5.0,4.0,0.0,1.584962500721156,37.0,39.0,11.0,1.0,1.0,80.0
1.0,50.0,204.0,1.584962500721156,91.0,23.0,1.584962500721156,82.0,1.0,3.0,5.0,28.0,2.0,32.0,0.0,2.807354922057604,32.0,57.42857142857143,5.0,1.5121375001030224,0.0,67.0
1.0,62.0,151.0,4.321928094887363,99.0,5.0,1.0,80.0,16.0,6.0,6.0,6.0,0.0,80.0,0.0,0.0,40.0,75.0,1.0,1.584962500721156,0.0,100.0
1.0,70.0,333.0,1.584962500721156,75.0,16.0,0.0,100.0,23.142857142857142,5.0,8.0,20.0,8.0,30.0,0.0,0.0,78.0,92.0,6.0,1.584962500721156,2.321928094887362,67.0
1.0,58.0,307.0,2.807354922057604,79.0,14.0,1.0,73.0,18.0,6.0,5.0,15.0,2.0,53.0,0.0,0.0,81.0,75.0,3.0,2.0,1.584962500721156,86.0
0.0,67.28571428571429,17.0,4.169925001442312,17.0,1.0,0.0,100.0,24.571428571428573,9.0,8.0,1.0,0.0,100.0,0.0,0.0,39.285714285714285,87.85714285714286,0.7142857142857143,1.1671321430631874,0.5121375001030223,100.0
0.0,88.0,188.0,3.807354922057604,82.0,20.0,0.0,100.0,39.857142857142854,7.0,8.0,20.0,0.0,40.0,0.0,0.0,17.0,82.0,2.0,1.584962500721156,0.0,50.0
1.0,65.0,107.0,3.0,48.0,40.0,0.0,100.0,10.428571428571429,6.0,8.0,43.0,4.0,42.0,0.0,1.584962500721156,80.0,86.0,5.0,1.584962500721156,2.321928094887362,70.0
1.0,74.0,169.0,2.584962500721156,78.0,26.0,0.0,96.0,76.0,6.0,6.0,27.0,2.0,37.0,0.0,1.0,37.0,91.0,5.0,2.321928094887362,0.0,75.0
1.0,78.0,282.0,1.584962500721156,95.0,23.0,0.0,100.0,34.857142857142854,7.0,8.0,24.0,1.0,13.0,0.0,1.0,22.0,68.14285714285714,4.0,1.0,1.0,43.0
0.0,74.0,378.0,3.0,110.0,41.0,0.0,98.0,35.0,6.0,6.0,42.0,4.0,57.0,0.0,0.0,44.0,76.0,4.0,2.584962500721156,1.584962500721156,69.0
0.0,77.0,311.0,3.584962500721156,103.0,39.0,0.0,98.0,22.142857142857142,6.0,6.0,42.0,1.0,36.0,0.0,0.0,46.0,73.0,5.0,2.321928094887362,1.0,69.0
1.0,67.0,299.0,1.584962500721156,79.0,25.0,0.0,89.0,15.0,5.0,6.0,27.0,3.0,37.0,0.0,3.700439718141092,63.0,63.0,13.0,2.0,2.321928094887362,94.0
0.0,56.0,76.0,2.807354922057604,32.0,11.0,1.584962500721156,92.0,15.0,5.0,2.0,14.0,5.0,17.0,0.0,2.0,83.0,42.0,5.0,1.584962500721156,1.584962500721156,100.0
0.0,88.0,211.0,4.392317422778761,103.0,13.0,0.0,100.0,30.857142857142858,7.0,8.0,14.0,0.0,57.0,1.889315348134786,0.0,0.0,19.0,2.0,2.0,0.0,71.0
1.0,75.0,169.0,1.584962500721156,59.0,21.0,0.0,100.0,19.714285714285715,7.0,8.0,22.0,4.0,36.0,1.1020350739523033,2.321928094887362,43.0,112.0,4.0,2.807354922057604,0.0,83.0
1.0,66.0,127.0,1.584962500721156,69.0,17.0,0.0,94.0,16.0,6.0,6.0,18.0,4.0,33.0,0.22642321438873658,2.0,42.0,81.0,3.0,2.321928094887362,2.0,58.0
0.0,81.0,220.0,1.584962500721156,91.0,20.0,0.0,100.0,27.428571428571427,7.0,8.0,23.0,2.0,39.0,2.064826436499451,1.584962500721156,36.0,78.57142857142857,3.0,1.0,1.0,67.0
1.0,71.0,177.0,3.169925001442312,95.0,24.0,0.0,96.0,33.42857142857143,6.0,6.0,24.0,1.0,75.0,1.5765962303647834,1.0,87.0,87.0,4.0,1.584962500721156,2.0,100.0
1.0,69.0,112.0,1.584962500721156,43.0,5.0,0.0,100.0,19.428571428571427,7.0,8.0,7.0,2.0,43.0,0.9649839288804954,1.0,37.0,58.0,3.0,1.584962500721156,0.0,83.0
0.0,74.0,150.0,3.807354922057604,91.0,13.0,1.0,93.0,35.0,6.0,2.0,14.0,0.0,29.0,1.3472075073807903,0.0,36.0,68.28571428571429,1.0,1.0,1.0,40.0
1.0,56.0,224.0,4.459431618637297,109.0,27.0,1.0,79.0,4.0,4.0,6.0,28.0,0.0,21.0,1.872366134349269,1.0,101.0,79.0,15.0,1.0,3.584962500721156,94.0
1.0,65.0,243.0,3.321928094887362,89.0,23.0,0.0,83.0,2.0,4.0,6.0,23.0,1.0,52.0,1.3692803572458794,0.0,49.0,75.0,4.0,2.321928094887362,1.0,80.0
0.0,92.0,152.0,4.0,154.0,14.0,0.0,100.0,34.714285714285715,7.0,8.0,15.0,0.0,47.0,1.7703310603969657,0.0,7.0,79.0,2.0,1.584962500721156,0.0,80.0
0.0,91.0,150.0,2.0,108.0,10.0,0.0,100.0,30.0,7.0,8.0,11.0,1.0,64.0,1.624228192325525,1.0,2.0,41.0,1.0,2.0,0.0,67.0
0.0,73.0,183.0,2.807354922057604,90.0,19.0,1.0,100.0,46.0,7.0,8.0,19.0,1.0,32.0,1.0459897278410517,0.0,6.0,52.0,1.0,1.584962500721156,0.0,50.0
1.0,66.0,255.0,1.0,80.0,14.0,1.0,88.0,9.0,4.0,6.0,16.0,3.0,69.0,1.3317040135553373,2.321928094887362,58.0,60.0,3.0,2.321928094887362,1.0,88.0
1.0,87.0,120.0,3.700439718141092,59.0,26.0,0.0,100.0,22.857142857142858,7.0,8.0,26.0,0.0,54.0,1.415270085086931,1.0,1.0,64.57142857142857,2.0,1.0,0.0,75.0
1.0,64.0,246.0,4.087462841250339,106.0,5.0,2.0,88.0,57.0,6.0,3.0,8.0,0.0,88.0,0.2857142857142857,1.0,60.142857142857146,144.0,1.7142857142857142,2.321928094887362,1.3692803572458794,100.0
1.0,63.0,123.0,1.584962500721156,40.0,5.0,1.0,86.0,29.0,6.0,4.0,7.0,4.0,43.0,0.6370616598053281,0.0,77.0,79.14285714285714,3.0,1.0,1.0,100.0
0.0,78.0,177.0,1.0,65.0,26.0,0.0,96.0,39.57142857142857,6.0,6.0,28.0,3.0,46.0,0.14285714285714285,1.0,4.0,72.0,4.0,2.584962500721156,0.0,64.0
1.0,75.0,212.0,4.584962500721156,105.0,11.0,0.0,82.0,21.0,6.0,6.0,11.0,0.0,45.0,1.520550884253532,1.0,13.0,63.714285714285715,1.0,1.0,0.0,100.0
0.0,68.0,224.0,3.321928094887362,110.0,24.0,2.584962500721156,86.0,25.0,6.0,2.0,29.0,1.0,31.0,1.4395450852929756,2.584962500721156,5.0,73.0,2.0,1.584962500721156,0.2857142857142857,71.0
1.0,61.0,208.0,2.807354922057604,96.0,24.0,2.0,74.0,44.0,6.0,2.0,27.0,3.0,63.0,1.0523317448922593,1.584962500721156,53.0,77.0,6.0,2.321928094887362,1.584962500721156,92.0
1.0,63.0,203.0,1.584962500721156,79.0,16.0,0.0,59.0,3.0,4.0,6.0,17.0,1.0,47.0,1.9056928575549463,2.0,55.0,77.0,7.0,2.0,1.0,91.0
1.0,69.0,160.0,2.584962500721156,109.0,11.0,1.0,92.0,20.0,6.0,3.0,13.0,1.0,31.0,0.14285714285714285,0.0,94.0,52.0,3.0,1.584962500721156,2.0,100.0
1.0,49.0,103.0,2.321928094887362,48.0,10.0,3.700439718141092,53.0,7.0,0.0,2.0,17.0,1.0,35.0,0.9866986565155027,1.584962500721156,37.0,66.0,5.0,1.584962500721156,0.0,80.0
1.0,74.0,159.0,3.321928094887362,69.0,26.0,0.0,100.0,29.0,6.0,7.0,27.0,2.0,48.0,0.5714285714285714,0.0,61.0,67.0,3.0,2.321928094887362,1.584962500721156,78.0
1.0,65.0,241.0,5.247927513443585,95.0,15.0,0.0,76.0,0.0,4.0,6.0,17.0,0.0,29.0,1.3317040135553373,1.0,51.0,43.0,3.0,1.0,1.0,80.0
1.0,80.0,203.0,2.807354922057604,91.0,15.0,0.0,100.0,44.857142857142854,7.0,8.0,17.0,1.0,29.0,2.458014087713685,0.0,16.0,93.0,6.0,1.584962500721156,1.0,69.0
1.0,61.0,61.0,3.4594316186372973,41.0,9.0,0.0,80.0,24.285714285714285,5.0,6.0,10.0,1.0,50.0,0.0,1.584962500721156,80.0,95.0,4.0,2.0,1.0,100.0
1.0,57.0,178.0,1.584962500721156,79.0,23.0,0.0,92.0,2.0,4.0,6.0,26.0,2.0,58.0,1.2920563027654934,2.0,57.0,77.0,5.0,1.584962500721156,1.0,100.0
1.0,59.0,131.0,3.0,81.0,13.0,1.0,69.0,5.0,4.0,5.0,17.0,1.0,50.0,1.4317668304326363,1.584962500721156,75.0,44.857142857142854,3.0,1.584962500721156,1.0,100.0
1.0,71.0,103.0,4.0,94.0,6.0,1.0,86.0,13.0,6.0,5.0,7.0,0.0,14.0,0.5957035716346161,0.0,48.0,58.714285714285715,2.0,1.1671321430631874,0.0,67.0
0.0,86.0,168.0,4.0,85.0,33.0,0.0,97.0,51.0,6.0,6.0,34.0,0.0,38.0,1.7924479331186949,0.0,3.0,79.14285714285714,3.0,1.584962500721156,0.0,56.0
0.0,83.0,106.0,2.0,62.0,28.0,0.0,100.0,31.428571428571427,7.0,8.0,28.0,5.0,11.0,0.9649839288804954,2.321928094887362,17.0,64.57142857142857,2.0,1.0,0.0,60.0
1.0,59.0,198.0,2.807354922057604,89.0,29.0,2.0,79.0,21.0,6.0,2.0,34.0,1.0,38.0,1.1078410717376383,2.0,38.0,98.0,11.0,1.0,1.0,86.0
1.0,59.0,256.0,0.0,50.0,11.0,1.0,44.0,1.0,4.0,5.0,16.0,1.0,75.0,0.0,1.0,93.0,74.0,3.0,2.807354922057604,1.584962500721156,90.0
0.0,55.0,203.0,3.0,81.0,19.0,1.584962500721156,86.0,3.0,3.0,5.0,21.0,2.0,33.0,1.9562124224999038,2.0,56.0,87.0,3.0,1.584962500721156,1.0,83.0
0.0,75.0,258.0,4.857980995127572,97.0,23.0,0.0,96.0,25.857142857142858,6.0,6.0,24.0,0.0,13.0,0.8634848741940647,0.0,31.0,58.0,4.0,1.1671321430631874,0.0,57.0
1.0,78.0,41.0,2.0,16.0,3.0,0.0,100.0,20.571428571428573,7.0,8.0,3.0,2.0,67.0,1.5088917748887245,4.087462841250339,0.0,69.0,0.0,1.0,0.0,50.0
0.0,65.0,14.0,0.0,4.0,3.0,0.0,100.0,9.0,7.0,8.0,6.0,5.0,33.0,0.14285714285714285,3.321928094887362,1.0,98.0,1.0,1.584962500721156,0.0,50.0
0.0,80.0,233.0,2.0,106.0,28.0,0.0,97.0,2.0,4.0,6.0,30.0,4.0,37.0,1.584962500721156,2.0,4.0,98.0,4.0,1.584962500721156,0.0,86.0
1.0,70.0,252.0,2.0,73.0,20.0,2.321928094887362,88.0,31.0,6.0,3.0,24.0,4.0,67.0,1.584962500721156,1.0,16.0,93.0,3.0,1.584962500721156,0.0,63.0
1.0,59.0,191.28571428571428,2.584962500721156,82.0,20.0,2.584962500721156,78.0,6.0,4.0,2.0,27.0,1.0,67.0,2.321928094887362,1.0,98.0,84.0,2.0,2.321928094887362,1.3099892859203304,100.0
1.0,57.0,246.0,2.321928094887362,72.0,34.0,1.584962500721156,88.0,3.0,1.0,3.0,40.0,4.0,73.0,1.584962500721156,2.0,12.0,70.0,3.0,3.700439718141092,0.0,89.0
