,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
142,0,65.0,14.0,0.0,4,3,0.0,100,,7,8,6,5,33,,3.321928094887362,1.0,98.0,1.0,1.584962500721156,0.0,50.0
143,0,80.0,233.0,2.0,106,28,0.0,97,2.0,4,6,30,4,37,1.584962500721156,2.0,4.0,98.0,4.0,1.584962500721156,0.0,86.0
144,1,70.0,252.0,2.0,73,20,2.321928094887362,88,31.0,6,3,24,4,67,1.584962500721156,1.0,16.0,93.0,3.0,1.584962500721156,0.0,63.0
145,1,59.0,,2.584962500721156,82,20,2.584962500721156,78,6.0,4,2,27,1,67,2.321928094887362,1.0,98.0,84.0,2.0,2.321928094887362,,100.0
146,1,57.0,246.0,2.321928094887362,72,34,1.584962500721156,88,3.0,1,3,40,4,73,1.584962500721156,2.0,12.0,70.0,3.0,3.700439718141092,0.0,89.0
147,1,77.0,154.0,2.0,55,31,0.0,100,,7,8,32,6,63,1.584962500721156,1.584962500721156,26.0,74.0,5.0,3.9068905956085187,0.0,86.0
148,1,65.0,37.0,3.807354922057604,24,11,0.0,100,,7,8,11,0,27,2.0,2.321928094887362,81.0,,6.0,1.0,1.584962500721156,88.0
149,1,67.0,97.0,1.584962500721156,46,8,0.0,100,,7,8,9,1,33,0.0,1.0,66.0,48.0,5.0,1.584962500721156,1.0,88.0
150,1,73.0,136.0,2.807354922057604,77,25,0.0,100,,7,8,25,4,36,0.0,2.0,54.0,100.0,11.0,1.0,1.0,100.0
151,1,73.0,190.0,3.169925001442312,113,27,0.0,100,,7,8,30,1,23,3.0,0.0,40.0,78.0,9.0,2.0,1.0,68.0
152,1,77.0,221.0,4.169925001442312,93,46,0.0,100,,7,8,51,0,36,4.169925001442312,0.0,41.0,,8.0,1.0,1.584962500721156,75.0
153,1,61.0,190.0,3.0,118,34,0.0,82,22.0,5,6,34,1,50,4.321928094887363,0.0,97.0,78.0,6.0,2.321928094887362,2.321928094887362,100.0
154,0,86.0,242.0,6.285402218862249,135,14,0.0,100,,7,8,14,0,36,1.0,2.0,3.0,,2.0,1.0,0.0,43.0
156,1,64.0,178.0,3.169925001442312,108,33,0.0,85,1.0,4,6,33,2,36,0.0,2.321928094887362,48.0,78.0,5.0,2.0,2.0,62.0
157,0,79.0,245.0,2.807354922057604,100,35,0.0,100,,7,8,37,1,43,2.321928094887362,1.0,18.0,61.0,6.0,2.321928094887362,0.0,71.0
158,0,76.0,159.0,2.0,84,21,0.0,95,,5,7,21,1,71,2.0,1.0,42.0,69.0,3.0,2.0,1.0,75.0
159,1,62.0,27.0,4.321928094887363,22,3,1.584962500721156,100,,6,8,3,0,100,1.584962500721156,2.321928094887362,,,,1.0,,100.0
160,0,81.0,244.0,2.0,128,54,0.0,98,,6,6,56,3,41,0.0,2.321928094887362,25.0,97.0,6.0,2.0,0.0,90.0
162,0,85.0,241.0,3.0,120,36,0.0,100,,7,8,36,1,39,1.584962500721156,1.0,1.0,20.0,3.0,2.321928094887362,0.0,50.0
163,1,75.0,160.0,2.584962500721156,69,12,0.0,100,,7,8,12,2,42,1.584962500721156,1.584962500721156,85.0,100.0,2.0,1.584962500721156,1.584962500721156,83.0
165,1,72.0,132.0,1.584962500721156,65,25,0.0,100,,7,8,26,3,42,1.584962500721156,2.0,40.0,70.0,5.0,2.0,1.584962500721156,73.0
166,1,71.0,179.0,2.321928094887362,68,32,1.0,97,50.0,6,3,33,5,21,1.0,2.584962500721156,43.0,45.0,12.0,2.321928094887362,2.0,76.0
167,0,65.0,256.0,5.357552004618084,190,23,1.0,85,5.0,4,4,27,0,52,2.584962500721156,0.0,75.0,27.0,4.0,2.0,1.0,88.0
168,0,55.0,139.0,2.0,65,51,0.0,98,2.0,4,6,51,3,27,0.0,3.584962500721156,80.0,,17.0,1.584962500721156,3.4594316186372973,79.0
169,0,89.0,137.0,4.0,75,14,0.0,100,,7,8,14,0,0,,0.0,3.0,,3.0,,0.0,50.0
170,1,50.0,222.0,4.392317422778761,99,24,1.584962500721156,81,1.0,4,5,26,0,38,2.0,1.0,42.0,67.0,6.0,2.0,1.584962500721156,69.0
171,0,70.0,218.0,2.0,69,24,1.0,88,36.0,5,2,33,3,62,0.0,2.584962500721156,69.0,83.0,8.0,2.321928094887362,1.0,100.0
173,1,55.0,156.0,2.584962500721156,65,59,1.0,98,2.0,4,6,59,5,36,1.0,3.700439718141092,44.0,91.0,7.0,2.584962500721156,1.0,92.0
174,1,69.0,82.0,3.807354922057604,57,15,2.584962500721156,67,23.0,6,2,21,0,71,2.584962500721156,1.584962500721156,6.0,66.0,1.0,1.584962500721156,,75.0
175,0,62.0,247.0,3.584962500721156,93,29,1.584962500721156,90,37.0,0,6,29,1,24,4.087462841250339,0.0,67.0,,11.0,1.0,2.0,100.0
176,0,87.0,112.0,2.584962500721156,67,22,0.0,100,,7,8,22,2,55,2.584962500721156,0.0,3.0,92.0,1.0,2.0,0.0,44.0
177,0,65.0,129.0,3.4594316186372973,64,30,0.0,78,2.0,4,6,32,3,34,0.0,1.0,17.0,99.0,2.0,3.4594316186372973,0.0,67.0
178,1,66.0,93.0,3.0,33,23,0.0,100,,7,8,24,3,33,0.0,1.584962500721156,58.0,97.0,8.0,1.584962500721156,2.321928094887362,63.0
180,1,85.0,154.0,5.523561956057013,159,4,0.0,100,,7,8,4,0,50,,0.0,53.0,,1.0,,0.0,100.0
181,0,81.0,212.0,1.0,93,37,0.0,100,,7,8,44,5,16,1.584962500721156,2.0,19.0,,4.0,1.584962500721156,1.0,35.0
184,0,65.0,321.0,2.0,74,27,1.584962500721156,68,21.0,6,4,31,5,45,0.0,2.321928094887362,11.0,91.0,1.0,2.321928094887362,0.0,56.0
187,0,65.0,338.0,3.0,55,24,0.0,83,9.0,4,6,24,2,33,0.0,1.584962500721156,13.0,78.0,2.0,1.584962500721156,0.0,31.0
188,0,85.0,195.0,2.584962500721156,87,28,0.0,100,,7,8,29,5,38,0.0,2.0,11.0,49.0,5.0,2.0,0.0,73.0
189,0,67.0,145.0,2.0,58,31,1.0,94,11.0,4,2,32,4,56,2.0,1.584962500721156,18.0,62.0,5.0,2.807354922057604,1.0,79.0
190,0,92.0,352.0,3.807354922057604,120,14,0.0,100,,7,8,17,0,35,2.321928094887362,1.0,11.0,,2.0,1.0,0.0,60.0
191,1,66.0,205.0,2.321928094887362,123,5,1.0,100,,6,8,5,2,40,2.321928094887362,2.584962500721156,83.0,80.0,1.0,1.584962500721156,1.0,100.0
192,1,62.0,135.0,3.169925001442312,59,15,1.584962500721156,81,4.0,4,6,16,1,81,0.0,3.584962500721156,13.0,59.0,2.0,2.321928094887362,0.0,100.0
193,1,62.0,433.0,1.0,79,31,2.0,92,24.0,5,2,39,7,85,0.0,1.584962500721156,13.0,97.0,1.0,2.321928094887362,,100.0
194,0,69.0,175.0,2.807354922057604,56,17,1.584962500721156,90,11.0,4,5,20,3,55,1.0,1.0,16.0,92.0,3.0,3.169925001442312,0.0,73.0
195,1,83.0,344.0,5.426264754702098,151,10,0.0,90,38.0,6,6,10,0,40,4.321928094887363,0.0,5.0,,1.0,,,33.0
196,1,57.0,140.0,3.807354922057604,67,8,2.321928094887362,80,26.0,6,4,10,0,50,2.0,1.0,93.0,71.0,1.0,1.584962500721156,1.0,100.0
198,1,66.0,307.0,2.807354922057604,125,38,2.0,79,24.0,6,2,49,2,48,2.321928094887362,1.0,45.0,75.0,8.0,2.0,2.321928094887362,65.0
